VNUM	LOCALE_NAME
20059	Jazida de agata
20060	Chor (Diamante)
20061	Seo (Âmbar)
20062	Moksan (Fóssil)
20063	Sukyo (Cobre)
20064	Sassur (Prata)
20065	Gunsura (Ouro)
20066	Shinra (Jade)
20067	Bia (ebano)
20068	Jinhyok (Perola)
20069	Gunshok (Ouro Branco)
20070	Jongui (Cristal)
20071	Jonshol (Ametista)
20072	Harbi (agata)
20073	Totem do Selamento
20074	Armeiro Demoniaco
20075	Armoreiro Demoniaco
20076	Artesao Demoniaco
20077	Yoksan O Guarda
20078	Yoksan O Guarda
20079	Yoksan O Guarda
20080	Yubon o Chefe Treinador
20081	Noname
20082	Administrador
20083	Jikal
20084	Girab O Biólogo
20085	Jin Jon Ja
20086	Darim
20087	Duop
20088	Manyu
20089	Shin
20090	Yonji Flor Negra
20091	Ohnilag - Transmutador
20092	Ohee Flor Lendaria
20093	Aboras
20094	Ahe Leque Vermelho
20095	Nohe o Imortal
20096	Pedra do Teleporte
20097	Portal de teletransporte
20098	Portal de teletransporte
20099	Portal de teletransporte
20101	Cavalo Branco
20102	Cavalo Pardo
20103	Cavalo Negro
20104	Cavalo Branco
20105	Cavalo Pardo
20106	Cavalo Negro
20107	Cavalo Branco
20108	Cavalo Pardo
20109	Cavalo Negro
20110	Ark
20111	Fenrir
20112	Anima
20113	edem
20114	edem das Montanhas
20115	Cinghiale da Comb.
20116	Fenrir Celestial
20117	Tigre d'assalto
20118	Leone da battaglia
20119	Cavalo Negro
20120	Jeong Agente
20121	Jeong Dedicado
20122	Jeong de Enxofre
20123	Jeong Enferrujado
20124	Jeong Negro
20125	Jeong Centenario
20126	Papai Noel
20201	Ark Selvagem
20202	Fenrir Selvagem
20203	Anima Selvagem
20204	edem Selvagem
20205	Ark Obediente
20206	Fenrir Obediente
20207	Anima Obediente
20208	edem Obediente
20209	Ark Treinado
20210	Fenrir Treinado
20211	Anima Treinado
20212	edem Treinado
20213	Rena Pai Selvagem
20214	Rena Pai Obediente
20215	Rena Pai Treinada
20216	Renas Mae Selvagem
20217	Rena Mae Obediente
20218	Rena Mae Treinada
20219	Cavalo Negro
20220	Rena
20221	Urso Polar
20222	Panda
20223	Cristal de Água
20224	Cristal de Água Sagrado
20225	Cristal de Água Purificado
20226	Black Unicorn
20227	White Unicorn
20300	Janhan (Força Arahan)
20301	Sogan (Força Partizan)
20302	Wayon (Força Ninja)
20303	Anmon (Força Arqueira)
20304	Ayuka (Força Miragem)
20305	Beckon (Força Negra)
20306	Miyu (Força Dragao)
20307	Yejin (Força RelÃ¢mpago)
20320	Yoha (Força Arahan)
20321	Jojun (Força Partizan)
20322	Jinma (Força Ninja)
20323	Jindo (Força Arqueira)
20324	Bihon (Força Miragem)
20325	Biyon (Força Negra)
20326	Munyu (Força Dragao)
20327	Hanyo (Força RelÃ¢mpago)
20340	Jahwan (Força Arahan)
20341	Jemin (Força Partizan)
20342	Bizamun (Força Ninja)
20343	Jinayon (Força Arqueira)
20344	Yojun (Força Miragem)
20345	Samahi (Força Negra)
20346	Chosun (Força Dragao)
20347	Yooni (Força RelÃ¢mpago)
20348	Guarda da Torre
20349	Ajudante do Estabulo
20350	Guarda do Calabouço
20351	Guarda do Salao
20352	Lapide Ancestral
20353	Lapide Monumental
20354	Instrutor de Recrutas
20355	Chefe da Guarnição
20356	Renefuji
20357	Mandibulas D'agua
20358	Flor Sem Nome
20359	Emanaposs
20360	Estatua de Fogo
20361	Estatua D'agua
20362	Estatua de Madeira
20363	Estatua Dourada
20364	Nakajima
20365	Estatua da Terra
20366	Estatua Demoniaca
20367	Guardiao da Caverna
20368	Alquimista Amaldiçoado
20369	Lee Chung
20370	Agente Secreto Ferido
20371	Túmulo Antigo
20372	Feiticeira Draconica
20373	Guarda-costas
20374	Guarda
20375	Barricada de Madeira
20376	Kim Rim
20377	Guarda do Palacio
20378	Almirante Angmur
20379	Soldado Ferido
20380	Estudioso
20381	Prefeito
20382	Cascalho
20383	Artesao
20384	Árvore de Natal
20385	Am-Heh
20386	Torre Isfet
20387	Cadeado do Dragao
20388	Feiticeiro de Metins
20389	Yama Koku
20390	Selador de Metins
20391	Cascalho
20392	Soldado Congelado
20393	Soldado Ferido
20394	Guarda do Castelo
20395	Guarda Unidade Dragao
20397	Leao de Nemere
20398	Cubo artico
20399	Pilar do Dragao
30000	Loja particular
30001	Loja particular
30101	Pedra Infernal
30102	Sala Proibida
30103	Gamera Demoniaca
30104	Pedra Teleportadora
30111	Grande Porta
30112	Grande Porta
30113	Grande Porta
30114	Grande Porta
30115	Grande Porta
30116	Grande Porta
30117	Grande Porta
30118	Grande Porta
30119	Grande Porta
30120	Bolsa de Ervas
30121	Espectro Shura
30122	Espectro Guerreiro
30123	Scrigno Oscuro
30124	Scheletro di Sura 1
30125	Scheletro di Sura 2
30126	Scheletro di Sura 3
30127	Scheletro di Sura 4
30128	Scheletro di Sura 5
30129	Sr. Coelho Peppy
30130	Túmulo
30301	Jazida de Cristal da Alm
30302	Jazida de Rubi
30303	Jazida de Granada
30304	Jazida de Esmeralda
30305	Jazida de Safira
33001	?????? ???
33002	Historiador Sr.Lorey
33003	Andarilho Desafortunado
33004	Andarilho Desafortunado
33005	Andarilho Desafortunado
33006	Andarilho Desafortunado
33007	Andarilho Desafortunado
33008	Sr.Jack
33009	Alquimista de Cristal de Alma
33010	Alquimista de Rubi
33011	Alquimista de Granada
33012	Alquimista de Esmeralda
33013	Alquimista de Safira
34001	Fênix de Fogo
34002	Rena Bebê
34003	Fênix de Gelo
34004	Gahnasel Bebê
34005	Javali Bebê
34006	Lobo Bebê
34007	Tigre Bebê
34008	Leao Bebê
34009	Gahnasel Bebê
34010	Rena Bebê
34011	Urso Polar Bebê
34012	Panda Bebê
34013	Pedra de Selo
34014	Pedra do Selo de Gelo
34015	Bone_dog
34016	Green_phoenix
